,Tweets,Translated,polarity_score,analysis_result
1051,alhamdulillah ortuku mau vaksin bukan mrk takut covid mulutku berbusa njelasin ni penyakit sm ngelurusin hoaxnya ternyata mbujuk mrk cukup pake kalimat skrng harus pake surat vaksin lho skrng mumpung gratis ayo vaksin ntar kalau tidak gratis mlh bingung,thank god my parents want vaccines aren't they afraid of covid my mouth is foaming explaining this disease and straightening out the hoax it turns out to persuade them to just use the sentence now they have to use a vaccine letter you know now while it's free let's get the vaccine later if it's not free i'm confused,-0.2,Negative
1052,patut hukum mati penjenayah tipu vaksin ni,this vaccine fraud criminal should be sentenced to death,0.0,Positive
1053,anak usia tahun bulan divaksin covid vaksin influenza bisa membantu,children aged 12 months vaccinated with covid influenza vaccine can help,-0.1,Negative
1054,terima kasih kawanpajak atas kontribusinya masyarakat indonesia mendapatkan vaksin covid hanya yuk buruan segera vaksinasi,"thank you, friends, for the contribution of the indonesian people to get the covid vaccine, just let's get vaccinated immediately",0.0,Positive
1055,untung vaksin kalau covid,fortunately the vaccine if covid,0.4,Positive
1056,sabar nak menerima vaksin covid meh mengetahui langkah langkah pemberian vaksin onemedic careclosetoyou onemedicbukitberuang onemedicbachang onemedicalorgajah onemedictanggabatu onemedicjasin onemedicduyong,"be patient to receive the covid vaccine, know the steps for administering the vaccine onemedic careclosetoyou onemedicbukitberbear onemedicbachang onemedicalorgajah onemedictanggabatu onemedicjasin onemedicduyong",0.0,Positive
1057,indonesia menerima pasokan vaksin covid tiba siang sebanyak dosis vaksin sinopharm tiba menggunakan pesawat garuda indonesia sinopharm,indonesia received a supply of covid vaccines arriving at noon as many doses of the sinopharm vaccine arriving using the garuda indonesia sinopharm aircraft,0.2,Positive
1058,yakin semua vaksin baik alhamdulillah kena covid vaksin anosmia jengkelin nyeri badan sama dada hari pertama sisanya kayak flu biasa sama anosmia sekarang kangen nyium bau badan sendiri wkwkwkwkwkk,"i'm sure all the vaccines are good, thank god i got covid, the anosmia vaccine is annoying, body pain and chest pain on the first day, the rest are like the common cold and anosmia, now i miss smelling my own body odor wkwkwkwkwkk",0.3,Positive
1059,individu belum menerima vaksin covid tinggal rumah sebanyak mungkin,individuals have not received the covid vaccine stay home as much as possible,0.0,Positive
1060,hidup nehh vaksin dosis pake sinovac cuman beberapa hari positif covid gegara minggu kontakkan sama saudara kena covidd,alive nehh dose vaccine using sinovac only a few days positive for covid because of sunday contact with a relative who got covidd,0.0527272727272727,Positive
1061,masa pandemi covid kenali beda gejala flu biasa positif varian delta lengkap cara mengatasi covid viruscorona vaksinasi vaksin kasus positif pandemi kaltara tarakan nunukan malinau bulungan tanatidung tanjungselor variandelta,"during the covid pandemic, recognize the different symptoms of the positive common flu variant delta, complete how to deal with the covid viruscorona, vaccination of the positive case of the pandemic, kaltara, tarakan, nunukan, malinau, bulungan, tanatidung, tanjungselor, variantdelta",-0.1045454545454545,Negative
1062,yap bumil sebaiknya vaksin covid utk menghindari yang diinginkan,yep pregnant women should get the covid vaccine to avoid what they want,0.3333333333333333,Positive
1063,sebelum vaksin bagus swab dulu sih soalnya kalau divaksin kondisi positif covid percuma mempan mungkin yang bikin orang orang bilang abis vaksin malah sakit,"before the vaccine, it was good to take a swab first, because if you get a positive covid-19 vaccine, it's useless, maybe what makes people say that after the vaccine is sick",0.1424242424242424,Positive
1064,kpcpen ungkap jumlah individu divaksinasi vaksin covid meningkat,kpcpen said the number of individuals vaccinated with the covid vaccine has increased,0.0,Positive
1065,memang pagebluk gini bumil lebih beraattt ya mba daya juangnya alhamdulillah vaksin covid dan aman utk bumil busui,"it's true that pregnant women have more weight, ma'am, the fighting spirit, thank god, the covid vaccine is safe for breastfeeding pregnant women",0.5,Positive
1066,bumil memang perjuangannya x lebih berat di masa pandemi alhamdulillah vaksin covid amaaannn buat bumil busui,"pregnant women really struggle harder during the pandemic, thank god the covid vaccine is safe for pregnant women",0.0,Positive
1067,atalia ridwan kamil tinjau sentra vaksinasi covid cimahi ketua kwartir daerah kwarda pramuka jawa barat jabar meninjau penyuntikan vaksin covid sentra vaksinasi technopark kota cimahi,atalia ridwan kamil reviewed the covid vaccination center cimahi regional kwartir head kwarda scout west java west java reviewed the injection of the covid vaccine technopark vaccination center cimahi city,-0.1,Negative
1068,orang tua suami insan korporat dapetnya sinopharm karyawan keluarganya tapiiii abis kena covid jadi kudu antri belakang nunggu bln alhamdulillah bapak ibuk semua vaksin dosis,"parents, husbands, corporate people, got sinopharm, employees of their families, but after getting covid, they had to stand in line behind, waiting for the month, thank god, ladies and gentlemen, all vaccine doses",-0.1333333333333333,Negative
1069,beruntung sangat buat kalian punya keluarga percaya buat vaksin tidak kemakan sama berita hoax covid grup wa,very lucky for you to have a family that believes in vaccines that don't eat the hoax news of the covid group wa,0.1666666666666666,Positive
1070,penyelaras selangor utk peningkatan vaksinasi langkah baik m berikan peluang kejayaan lebih tinggi memastikan orang dewasa selangor kl menerima sekurang²nya dos vaksin covid menjelang ogos bawah operasi lonjakan kapasiti osc,selangor coordinator for increasing vaccination is a good step to give a higher chance of success to ensure that selangor adults receive at least a dose of the covid vaccine by august under osc's capacity surge operation,0.2166666666666666,Positive
1071,sudah vaksin kena covid tentu tanpa gejala malah kayak kerasa kalau positif hehe intinya meski sudah vaksin masih bisa terpapar seriously gaksinmengurangi gejala bangeeet ofc vaksin aman ayovaksinasi,"if you have been vaccinated against covid, of course there are no symptoms, it actually feels like if you are positive, hehe. the point is, even though the vaccine has been exposed, it can still be seriously exposed, it doesn't really reduce the symptoms ofc, the vaccine is safe, let's get vaccinated",-0.053030303030303,Negative
1072,polisi tangkap pemalsu kartu vaksin covid pelaku dibayar pakai top up pulsa,police arrest covid vaccine card counterfeiters paid using credit top up,0.225,Positive
1073,halo vaksin dosis pertama sinovac tgl juli bolak balik cape ngurusin keluarga positif itu kali swab negatif akhirnya tgl juli terkonfirmasi positif covid tapi dngn gejala ringan demam cm hari skrng tinggal batuk sm anosmia,"hello, the first dose of vaccine, sinovac, on july, i went back and forth to take care of the positive family. when the swab was negative, finally, on july, it was confirmed positive for covid, but with mild symptoms of fever, cm today, just coughing sm anosmia",0.1422348484848485,Positive
1074,jadi bukan cari one piece cari vaksin covid paling ampuh,so it's not looking for one piece looking for the most effective covid vaccine,0.55,Positive
1075,iyalah covid bukan hepatities bgmn nmn banyak yang vaksin kena covid lumayan serius,"yes, covid is not hepatities, how come many of the vaccines get covid quite seriously",0.1388888888888889,Positive
1076,pertanyaan kaum denial covidiot anti vaksin covid wes masuk tahun kedua pertanyaan sudah sejak tahun pertama diulang tujuannya berusaha menjatuhkan pemerintah dng menggunakan ketidak sanggupan mengatasi kopit,questions from the denial covidiot anti-vaccine covid wes entering the second year the question has been repeated since the first year the aim is to try to bring down the government by using the inability to deal with copulation,-0.0777777777777777,Negative
1077,citf memandang berat tntg dakwaan mengenai isu suntikan vaksin covid tular citf sedang bekerjasama pihak berkuasa termasuk polis diraja malaysia royal malaysia police atm mjalankan siasatan ttg perkara agar kejadian tidak berlaku __jkjav,citf takes seriously the allegations regarding the issue of the contagious covid vaccine injection citf is working with the authorities including the royal malaysia police atm to conduct an investigation into the matter so that the incident does not happen __jkjav,0.0,Positive
1078,gengs kalau pasca covid pengen vaksin tu nunggu bulan kalau itu vaksin ntar efeknya apaaa trimss,"gang, if after covid, you want the vaccine, wait for months, if it's a vaccine, what effect will it have, thanks",0.0,Positive
1079,gubernur dki jakarta anies baswedan menargetkan orang tiap kelurahan disuntik vaksin covid hari,the governor of dki jakarta anies baswedan is targeting people in each sub-district to be injected with the covid vaccine today,0.0,Positive
1080,sudah vaksin terpapar covid gejalanya cenderung ringan cepat sembuh memiliki risiko kematian rendah orang sudah divaksin akan memiliki risiko menularkan virus lebih rendah,"already vaccinated, exposed to covid, the symptoms tend to be mild, recover quickly, have a low risk of death, people who have been vaccinated will have a lower risk of transmitting the virus",0.2,Positive
1081,vaksi jadi patokan covid berlalu rakyat mu mau porkes dilaksankan dilapangan percuma ma di vaksin rakyat mu pake masker susah,"vaccines are the benchmark for covid to pass, your people want porkes to be carried out in the field, it's useless, ma in vaccines, your people are wearing masks, it's difficult",0.0,Positive
1082,vaksin covid ini ada mengandung virus sarscov hidup sinovac pakai inactivated virus az pakai virus vector adenovirus pfizer moderna pakai mrna tidak mungkin menginfeksi seseorang menjadi sakit covid studi phase vaksin tersebut ada,this covid vaccine contains live sarscov virus sinovac uses inactivated az virus uses adenovirus vector pfizer moderna uses mrna it's impossible to infect someone to get sick covid phase study the vaccine is available,-0.6666666666666666,Negative
1083,kabar baik penerima vaksin covid naik persen pekan,the good news is that the number of recipients of the covid vaccine has increased this week,0.6499999999999999,Positive
1084,dosis vaksin covid ludes terbakar pekan malam tadi kantor bpom kebakaran,the dose of the covid vaccine was sold out in a fire last week the bpom office caught fire,-0.0777777777777777,Negative
1085,butuh sangat ni edukasi covid bahasa sederhana sekiranya orang sekolah paham pentingnya vaksin bahayanya covid,i really need education on covid in simple language if school people understand the importance of vaccines for the dangers of covid,0.13,Positive
1086,busui jadi blom vaksin tidak sempet suamiku x vaksin positiv vovid suatu hari intinya selama aku covid suami ttp negatif swab pcr,"busui, so no vaccine, no chance for my husband to get a positive vovid vaccine one day, the point is, as long as i'm covid, my husband is negative for pcr swab",0.0,Positive
1087,my whole fam vaksin shot beda merk except my sis blm vaksin masih du unfortunately semua positif covid bergejala but also fortunately none of us suffer from heavy symptoms fully recovered within days take your jab selama kesempatan,my whole fam vaccine shot different brand except my sis has not had vaccine still du unfortunately all positive covid have symptoms but also fortunately none of us suffer from heavy symptoms fully recovered within days take your jab during the opportunity,0.1254545454545454,Positive
1088,indonesia kedatangan vaksin covid tahap masyarakat diharapkan ragu melakukan vaksinasi via,"indonesia, with the arrival of the covid vaccine at the community stage, is expected to be hesitant to vaccinate via",-0.1,Negative
1089,wagub jabar meninjau penyuntikan vaksin covid sentra vaksinasi tersebut kamis peninjauan dilakukan memastikan vaksinasi berjalan baik,deputy governor of west java reviewed the injection of the covid vaccine. the vaccination center was conducted on thursday to ensure that the vaccination went well,0.0,Positive
1090,darurat rekomendasi menkes mui pun ambil vaksin apa selama tersedia buat senjata lawan covid statement tadi saja menjerumuskan orang bikin efek domino orang orang gamau divaksin berbahaya,emergency recommendations from the minister of health mui to take any vaccine as long as it is available for weapons against covid the statement just plunged people into creating a domino effect for people who don't want to be vaccinated is dangerous,-0.0833333333333333,Negative
1091,baru vaksin x ini sedang positif covid gejalanya parah bantu sangat,"just now the x vaccine is positive for covid, the symptoms are severe, it really helps",0.2136363636363636,Positive
1092,kes kelemahan kerajaan nak handle kenaikan kes covid tidak settle dah datang issue baru pasal insiden suntikan covid meragukan cukup la satu pihak je buat yang suntikan vaksin tu ko buat je la kerja ko datang kerja gt suntik gt balik tidur,"the case of the government's weakness to handle the increase in covid cases is not settled, there is a new issue about the covid injection incident, it is doubtful that one side is enough to do the vaccine injection, do you do it, do you come to work, do the injection, then go back to sleep",0.0909090909090909,Positive
1093,gua ngingetin sekeluarga besar vaksin ada mau alesannya kalau mati mati padahal ada kasus salah satu keluarga meninggal gegara covid gatau pusing sangat ngurusin orang gmau vaksin,"i remind the whole extended family of vaccines, there's a reason if they die, even though there's a case that a family member died because of covid, they don't have a headache, they really want to take care of people, they don't want vaccines",0.2142857142857142,Positive
1094,penjelasan dokter dosis vaksin covid nakes,doctor's explanation of the dose of the covid health vaccine,0.0,Positive
1095,gua pengen anjingin semua orang nyebarin hoax covid vaksin,i want everyone to spread the vaccine covid hoax,0.0,Positive
1096,tangkal hoax soal vaksin jubir covid bangka silahkan konsultasi pihak kesehatan,"to prevent hoaxes about the vaccine, spokesperson for covid-19, please consult the health sector",0.0,Positive
1097,bgm cara memutuskan mata rantai covid penyekatan kurang efektif terpenting semua pake masker di rmh jk yang batuk or flu vaksin dipercepat isoman dipantai rw biarkan usaha tetap berjalan tuhan lindungi ri,"how to break the chain of covid insulation is not effective, the most important thing is that everyone wear masks at home if they have a cough or flu vaccine accelerated isoman on the beach rw let the business continue god protect ri",0.4666666666666666,Positive
1098,alhamdulillah membujuk membebaskan orang tua perangkap hoax vaksin covid finally runtuh today i just got vaccinated with family cara memaksa untuk mau vaksin awalnya emoh vaksin allah effort nya masya allah astaghfirullah,"alhamdulillah persuading to free parents from the hoax trap of the covid vaccine finally collapsing today i just got vaccinated with family how to force to want the vaccine at first, the vaccine is god's effort masya allah astaghfirullah",0.125,Positive
1099,vaksin covid atau operasi ortopedi bolehkah,covid vaccine or orthopedic surgery is okay,0.0,Positive
1100,nakes merawat pasien covid untunglah smpai ini kena semoga kena tman ngerawat pasien covid vaksin x tetap kena covid hampir semua isoman bbrp emg dirawat sampai ini ada yang sampai masuk icu pakai oftiflow,"health workers are treating covid patients, fortunately until they are affected, hopefully they will be able to treat covid patients. vaccine x still gets covid.",0.4,Positive
1101,terima kasih amp teman teman di slovakia atas sumbangan dosis vaksin covid taiwan,thank you & friends in slovakia for donating doses of taiwan's covid vaccine,0.0,Positive
1102,warga mengikuti penyuntikan vaksin jenis sinovac program vaksinasi covid rptra kalijodo penjaringan jakarta utara sabtu vaksin herdimmunity covid,"residents take part in the injection of the sinovac type vaccine, the rptra kalijodo covid vaccination program, north jakarta screening, saturday the herdimmunity covid vaccine",0.0,Positive
1103,nyokap jangankan vaksin minta beliau pakai masker susah sangat padahal anak bungsunya dokter kerja rumah sakit rujukan covid,"mom, let alone vaccines, asking him to wear a mask is really difficult even though his youngest child is a doctor working at a covid referral hospital",-0.65,Negative
1104,dr pengalaman di vaksin covid mereka malah terjankit covid serius bahkan menkes as terjankit covid menyatakan vaksin tidak effektif jadi silahkan lakukan apa terbaik diri sendiri,"from experience with the covid vaccine, they actually contracted serious covid, even the us minister of health was infected with covid, stating that vaccines are not effective, so please do what is best for yourself",0.1222222222222222,Positive
1105,ad orang nak sinovac sbb bley melancong china ad orang xnk az sbb kes europe ban az kilang luar ad orang pfizer sbb kata keberkesanan paling tinggi terbaik sbnrnya amek vaksin cpt x kira la jenis apa sekalipun sbb covid ni bukan pilih kasih,"there are people who want sinovac because they are traveling to china, there are people who want to take sinovac because they are traveling to china, there are people who want to take sinovac because it is a case of europe bans foreign factories, there are people who want pfizer because they say it is the most effective, the best way to get the vaccine quickly, no matter what type it is because this covid is not a favoritism",0.0,Positive
1106,terima vaksin covid siswa tangerang berharap pembelajaran tatap muka segera dimulai,receive the covid vaccine tangerang students hope that face-to-face learning will start soon,0.0,Positive
1107,orang desa nyebutnya imunisasi bukan vaksin coba imunisasi covid pasa mau,villagers call it immunization not vaccine try covid immunization pasa want,0.0,Positive
1108,badan bertindak imunisasi covid citf memandang berat beberapa dakwaan mengenai suntikan vaksin covid pusat pemberian vaksin ppv menjadi tular laman media sosial ikuti berita terkini awaniterkini,the citf covid immunization action body takes seriously several allegations about the covid vaccine injection the ppv vaccination center has gone viral on social media sites follow the latest news awaniterkini,0.0722222222222222,Positive
1109,percaya covid sama vaksin tidak hobi klayapan tidak hobi cuci tangan tidak suka kegiatan domestik rumtang tidak suka hewan peliharaan tidak kalau bobo lampu nyala mati kalau bobo suka ac kipas angin tidak sederhana suka bikin ribut,believe in covid and vaccines is not a hobby klaypan is not a hobby is washing hands does not like domestic activities rumtang does not like pets doesn't if bobo lights turn on and off if bobo likes air conditioning the fan is not simple likes to make noise,0.0,Positive
1110,semoga lekas sehat mmg vaksin menjamin kt bbs covid mengurangi sakit lbh parah,"i hope you get well soon, the vaccine guarantees that the bbs covid will reduce the pain even worse",0.4444444444444444,Positive
1111,indonesia bukan jakarta jakarta masih banyak ragu melakukan vaksinasi lambannya pemerintah menanggapi berbagai hoax soal vaksin covid dipicu tindakan menyepelekan covid di awal,indonesia is not jakarta jakarta is still a lot of doubts about carrying out vaccinations the government's slow response to various hoaxes about the covid vaccine was triggered by the act of trivializing covid at the start,-0.3,Negative
1112,gubernur anies targetkan orang sehari setiap kelurahan disuntik vaksin covid lewat,governor anies is targeting people to be injected with the covid vaccine every day in the village,0.0,Positive
1113,my hero indra rudiansyah prof sarah gilbert membentuk tim menciptakan vaksin melawan covid pemuda indonesia menjawab tantangan beliau bergabung tim akhirnya muncullah vaksin az segala hormat terima kasih bung indra rudiansyah,my hero indra rudiansyah prof sarah gilbert formed a team to create a vaccine against covid indonesian youth answered the challenge he joined the team finally came the vaccine az all respect thank you bro indra rudiansyah,0.0,Positive
1114,hoax pak klu slh d madiun jls bukan d probolinggo bukan akibat vaksin covid,"hoax, sir, if the slh is in madiun, not in probolinggo, it's not the result of the covid vaccine",0.0625,Positive
1115,buat percaya kl vaksin covid ada chipnya nahh tidak pasang vaksin jauh lbg diwajibkan ada sejak kecil ky polio campak kan jauh lbh prospek trus yang takut ditrack emg sbrp pentingnya diri mu smp lu berpikir orang mau spying lu gr sangat aslii,"to believe that the covid vaccine has a chip, now don't install the vaccine, it's far more mandatory to have it since childhood, like polio measles, it's far more prospective, and those who are afraid of being tracked, how important are you when you think people want to spy on you, it's so genuine",-0.0374999999999999,Negative
1116,mau cerita ob kantor mau sama sekali divaksin karan tetangganya lumpuh habis divaksin sekantor dia doang tidak mau vaksin pdhl lain semua disuruh nganter buah karyawan kena covid tidak mau takut katanya jyaaaakhh,"i want to tell the ob office that he wants to be vaccinated completely because his neighbor is paralyzed after being vaccinated at his office, he doesn't want vaccines, but everyone else is told to deliver fruit to employees who have contracted covid, they don't want to be afraid, he said jaaaakhh",-0.1749999999999999,Negative
1117,getolkan penyaluran bansos dirut pos indonesia seluruh petugas distribusi vaksin covid,getolkan the distribution of social assistance to the president director of post indonesia to all covid vaccine distribution officers,0.0333333333333333,Positive
1118,hoax cox kjadian d madiun bukan vaksin ataupun covid ada sakit usia tua jangan sebar hoax lh,"hoax cox what happened in madiun is not a vaccine or covid, there is an old age sickness, don't spread hoaxes",0.05,Positive
1119,banyak kali tingkah covid supaya bisnis vaksin nya jalan terus,many times the behavior of covid so that the vaccine business continues,0.5,Positive
1120,rasanya perlu kot hang dah vaksin tentu hang kebal covid lebih baik tunggu capai herd immunity,"i think it's necessary to hang a vaccine, of course it won't be immune to covid, it's better to wait for herd immunity to be achieved",0.1722222222222222,Positive
1121,atasan w positif covid seminggu umurnya cerita kalau cuman batuk pilek doang soalnya dia sudah vaksin manteb vaksin,supervisor w positive for covid a week old told me that he only had a cold cough because he had a good vaccine,0.109090909090909,Positive
1122,selesai x vaksin selesai vaksin sempet double shift masalah trus positif covid mg lalu gejala nya cm hari abis tidak sama sekali,"when the vaccine is finished, the vaccine is done, there is a double shift, the problem is then positive for covid-19, then the symptoms are not complete at all",0.0318181818181818,Positive
1123,china mesir sepakat menyumbangkan dosis vaksin covid rakyat palestina jalur gaza china,"china, egypt agreed to donate doses of covid vaccine to the palestinian people, the gaza strip, china",0.0,Positive
1124,ners kalau pernah kena covid tunggu bulan untuk vaksin bulan dinyatakan bulan akhir hari isoman makasih semoga berkenaan jawab,"nurse, if you've ever had covid, wait a month for the month's vaccine, it's declared the end of the month, thank you, i hope it's regarding the answer",0.0,Positive
1125,mengenal sarah gilbert pembuat vaksin covid dunia kini viral,"get to know sarah gilbert, the maker of the world's covid vaccine, is now viral",0.0,Positive
1126,mau tanya bulan vaksin pertama astrazeneca tanggal saya terpapar covid hasilnya positif kira vaksin apakah diteruskan sekarang menunggu batas waktu bulan,"i want to ask the month of the first astrazeneca vaccine, the date i was exposed to covid, the result is positive, do you think the vaccine will be continued now, waiting for the month deadline",0.2386363636363636,Positive
1127,kawalan keselamatan pusat suntikan vaksin covid integrasi tarikh julai isnin tempat dewan khindi kktm ledang malaysiabebascovid setiaberbakti,security control covid vaccine injection center integration date july monday place khindi dewan kktm ledang malaysia bebas covid loyal,0.0,Positive
1128,vaksin ppkm kunci keluar pandemi covid baca selengkapnya disini news vaksincovid ppkmdarurat pandemi,"the ppkm vaccine is the key to getting out of the covid pandemic, read in full here, the ppkm vaccine, a pandemic emergency",0.25,Positive
1129,kedatangan vaksin covid,arrival of the covid vaccine,0.0,Positive
1130,terawan dunia akui vaksin nusantara akhiri covid,terawan the world admits that the archipelago vaccine will end covid,0.0,Positive
1131,tadi mau vaksin koq ngeri begini njihh jaga jarak sama sekali ppkm darurat vaksinnya koq ada aturan ppkm nya monggo dievaluasi untuk aturan vaksinnya putar haluan tidak jadi vaksin drpd habis situ malah jadi covid,"i wanted the vaccine earlier, why was this horrifying like this, keep your distance at all, how come the vaccine emergency ppkm, how come there are ppkm rules, please evaluate the vaccine rules, turn around, don't get the vaccine, instead of running out there, it turns into covid",0.0,Positive
1132,harus vaksin kalau ternyata habis vaksin bisa kena covid waktu kecil lo vaksin campak gede nya campakkan,"you have to be vaccinated. if it turns out that the vaccine runs out, you can get covid when you were a child. the measles vaccine got big",0.0,Positive
1133,kemenkes revisi permenkes usai vaksin berbayar dibatalkan covid kemenkes v,ministry of health revised permenkes after the paid vaccine was canceled by covid ministry of health v,0.0,Positive
1134,bio farma menerima juta dosis vaksin covid juli kedatangan vaksin astrazaneca kali melalui jalur bilateral pemerintah indonesia astrazaneca lawan pandemi,bio farma receives million doses of covid vaccine july the arrival of the astrazaneca kali vaccine through bilateral channels the indonesian government astrazaneca fights the pandemic,0.0,Positive
1135,far after vaksin belom pernah sakit sama sekali gamau takabbur dan alhamdulillah dikasih sehat sekarang pernah kebagian covid,"so far after the vaccine, i haven't been sick at all, i don't want to be arrogant and thank god i'm healthy now i've had covid",-0.0380952380952381,Negative
1136,covid banduan penjara labuan mula terima suntikan vaksin tvsarawak banduan labuan,covid labuan prison inmates start receiving tvsarawak vaccine injections labuan inmates,0.25,Positive
1137,tau sodaraku bnyk mau vaksin katanya kalau vaksin covid nya jadi lebih parah kapan herd immunity coba,"i know a lot of my friends want vaccines, they said, if the covid vaccine gets worse, when will herd immunity be tried?",-0.4,Negative
1138,lebih juta orang lengkap dos vaksin covid via,more than million people complete doses of the covid vaccine via,0.3,Positive
1139,citf sahkan siasatan laporan polis dibuat berhubung dakwaan suntikan vaksin covid palsu kosong ppv kem lapangan terbang sungai petani ppv mitec ppv bacc amp julai orang ramai disaran lihat picagari dan selepas proses vaksinasi,citf confirms an investigation into a police report made regarding allegations of fake empty covid vaccine injections ppv camp at sungai petani airport ppv mitec ppv bacc amp julai the public is advised to look at syringes and after the vaccination process,-0.1666666666666666,Negative
1140,vaksin x baik bahkan wkt positif covid kemarin alhamdulillah ada gejala apapun makan ttp lancar nikmat indra penciuman baik,vaccine x was good even when positive for covid yesterday thank god there were any symptoms eating but smooth good sense of smell,0.6054545454545455,Positive
1141,beberapa rekan perawat mau vaksin percaya covid percaya disinformasinya daya rusak orang model lois luar biasa,"some of my fellow nurses want vaccines, believe in covid, believe in the disinformation, the destructive power of the lois model is extraordinary",0.0,Positive
1142,memang privilege punya orang tua melek sangat soal kesehatan vaksin keluarga besar diteror sama nyokap buat segerakan vaksin covid,"it's true that it's a privilege to have parents who are very literate about the health of vaccines, a large family being terrorized by their mother to get the covid vaccine as soon as possible",0.2371428571428571,Positive
1143,hahha yelaa ko jenis kulit halus nii sbb kancing gg tu pn xrasa pape hari lenguh yang vaksin covid ni sharian je lenguh pastu dah dlu heran apesal orang ckp vaksin time pregnant tu sakit tgk kulit orang agaknya now x,"haha, yes, i have such a delicate skin type that's why it's a pimple. i don't think it's a long day when the covid vaccine is sharian.",0.2333333333333333,Positive
1144,vaksin covid x vaksin mr x tahun vaksin campak polio bcg dkk bayik masih idup sekarang,covid vaccine x vaccine mr x year vaccine measles polio bcg et al babies are still alive now,0.1,Positive
1145,selamat bekerja ingat tanggungjawab dosamu mempengaruhi orang vaksin wajib berujung keparahan sakit terinfeksi covid meningkatkan resiko kematiannya,"good job, remember your responsibility for sin affects people. mandatory vaccines lead to severe illness infected with covid increasing the risk of death",0.8,Positive
1146,patient baru hri rtk positive bawak anak nak cucuk vaksin hexaxim dkt klinik nasib baik sis pharmacy je kalau kena maki jugak pelarian ni dorang fhm even dah bgi health edu lepas disahkan positif covid,"new patient today rtk positive, bring your child to the clinic to get the hexaxim vaccine, good luck sis pharmacy, if you have to curse this refugee, fhm even if you have given health edu, then you have been confirmed positive for covid",0.3581818181818181,Positive
1147,standing ovation wimbledon bikin prof sarah gilbert salah satu peneliti vaksin covid astrazeneca memikirkan,standing ovation wimbledon made prof sarah gilbert one of the astrazeneca covid vaccine researchers think,0.0,Positive
1148,alhamdulillah vaksin trpapar covid tpi alhamdulillah gejala ringan,alhamdulillah the vaccine was exposed to covid but alhamdulillah the symptoms are mild,0.3333333333333333,Positive
1149,soalan bekas positif covid sebulan selepas discaj ambil vaksin st dose kalau buat swab adakah positif,"question: ex-positive covid one month after discharge, take the st dose vaccine if you do a swab, is it positive?",0.1515151515151515,Positive
1150,sangat akhirnya mendapat hidayah allah buat gausah vaksin deh re kena covid untung slamet,"i really finally got god's guidance so i don't have to get vaccinated, i got covid, fortunately i survived",0.2,Positive
1151,mobil vaksin keliling membuka pelayanan vaksinasi covid rptra delas kebayoran lama utara kecamatan kebayoran lama rptra tiga durian kecamatan pancoran sdn kebon baru kecamatan tebet jaksel pelayanan vaksinasi diberikan anak usia tahun hingga lansia,mobile vaccine car opens covid vaccination service rptra delas kebayoran lama utara sub-district kebayoran lama rptra tiga durian sub-district pancoran sdn kebon baru sub-district tebet south jakarta vaccination services are given to children from the age of 12 to the elderly,-0.1,Negative
1152,sirkel paling parno covid kena segalanya disemprot double masks buru vaksin mrk yang positif,the most parno covid circle got everything sprayed with double masks to get their vaccine positive,0.2424242424242424,Positive
1153,hoax vaksin covid menyebabkan wanita mandul via,covid vaccine hoax makes women infertile via,0.0,Positive
1154,bukan diriku mamaku vaksin alhamdulillah kemarin positif covid jadi cukup ringan gejalanya ayah belum vaksin soalnya sempet butuh tabung oksigen selama beberapa hari positif,"it's not me, my mom got the vaccine, thank god, yesterday was positive for covid, so the symptoms were quite mild, my father hasn't been vaccinated, because he needed an oxygen cylinder for a few positive days",0.2136363636363636,Positive
1155,hai mau tanya positif covid sedang isoman sebentar masa isoman saya selesai ingin vaksin baiknya dijeda berapa lama sejak sembuh covid,"hi, i want to ask positive for covid. i'm currently doing isoman for a while. i'm done with isoman. i want the vaccine to be paused. how long has it been since i recovered from covid?",0.0424242424242424,Positive
1156,sempat positif covid februari sudah vaksin pertama sinovac menunggu vaksin tanggal efeknya abis suntik pegel sebadan sama pusing terus minum paracetamol aman ada demam sama sekali alhamdulillah sehat skrng tetap taat prokes,got positive for covid february already had the first sinovac vaccine waiting for the vaccine date the effect was after the injection was body aching and dizzy continued to drink paracetamol safe there was no fever at all thank god i'm healthy now still obeying the prokes,0.2954545454545454,Positive
1157,malah sebaliknya menuhankan covid menjuruselamatkan vaksin,"on the contrary, god saves covid and saves vaccines",0.0,Positive
1158,tahu lembah klang selangor kl tu badly affected with covid tu usaha vaksinasi sana diperhebatkan dah tu takkan nak tunggu negeri macam perak ni jadi macam lembah klang baru nak terhegeh hegeh perbanyakkan vaksin dah la mb perak macam tunggul,"i know the klang selangor valley is badly affected with covid, the vaccination efforts there are being intensified, i don't want to wait for this state like silver to become like the new klang valley, it's going to be hard, hehe, increase the number of vaccines, it's already silver like a stump",-0.0159090909090908,Negative
1159,china beri bantuan medis vaksin covid indonesia klik baca,"china provides medical assistance for indonesia's covid vaccine, click read",0.0,Positive
1160,saya selalu adu debat sama orang mau vaksin tidak percaya adanya covid tiap hari ketemu satu rumah ini tuh benar bikin emosi sangat,i always argue with people who want vaccines and don't believe in the existence of covid every day meeting one house really makes me very emotional,0.2,Positive
